site,date,scientific_name,count,lat,lon,zone,mean_temperature,mean_salinity,mean_turbidity
upper_ross,2026-05-02,Lates calcarifer,8,-19.31,146.74,Upstream,23.921000592366777,4.9073391784607825,25.10221127028434
upper_ross,2026-05-02,Lutjanus argentimaculatus,1,-19.31,146.74,Upstream,23.921000592366777,4.9073391784607825,25.10221127028434
upper_ross,2026-05-02,Platycephalus spp.,4,-19.31,146.74,Upstream,23.921000592366777,4.9073391784607825,25.10221127028434
lower_ross,2026-05-03,Acanthopagrus spp.,0,-19.26,146.81,Downstream,24.171595896529613,28.058155460002077,20.56528852190464
lower_ross,2026-05-03,Lates calcarifer,0,-19.26,146.81,Downstream,24.171595896529613,28.058155460002077,20.56528852190464
lower_ross,2026-05-03,Lutjanus argentimaculatus,2,-19.26,146.81,Downstream,24.171595896529613,28.058155460002077,20.56528852190464
lower_ross,2026-05-03,Platycephalus spp.,3,-19.26,146.81,Downstream,24.171595896529613,28.058155460002077,20.56528852190464
mid_ross,2026-05-03,Acanthopagrus spp.,1,-19.28,146.78,Middle,23.97181604013466,15.045618529424154,27.53508937542712
mid_ross,2026-05-03,Lates calcarifer,3,-19.28,146.78,Middle,23.97181604013466,15.045618529424154,27.53508937542712
mid_ross,2026-05-03,Lutjanus argentimaculatus,2,-19.28,146.78,Middle,23.97181604013466,15.045618529424154,27.53508937542712
mid_ross,2026-05-03,Platycephalus spp.,0,-19.28,146.78,Middle,23.97181604013466,15.045618529424154,27.53508937542712
ross_mouth,2026-05-03,Acanthopagrus spp.,2,-19.25,146.83,Marine,23.96078937358929,33.90456148612615,25.778079611582584
ross_mouth,2026-05-03,Lates calcarifer,1,-19.25,146.83,Marine,23.96078937358929,33.90456148612615,25.778079611582584
ross_mouth,2026-05-03,Lutjanus argentimaculatus,1,-19.25,146.83,Marine,23.96078937358929,33.90456148612615,25.778079611582584
ross_mouth,2026-05-03,Platycephalus spp.,7,-19.25,146.83,Marine,23.96078937358929,33.90456148612615,25.778079611582584
upper_ross,2026-05-03,Acanthopagrus spp.,2,-19.31,146.74,Upstream,23.86275587153061,4.986486670191827,26.32715167374392
upper_ross,2026-05-03,Lates calcarifer,4,-19.31,146.74,Upstream,23.86275587153061,4.986486670191827,26.32715167374392
upper_ross,2026-05-03,Lutjanus argentimaculatus,0,-19.31,146.74,Upstream,23.86275587153061,4.986486670191827,26.32715167374392
upper_ross,2026-05-03,Platycephalus spp.,0,-19.31,146.74,Upstream,23.86275587153061,4.986486670191827,26.32715167374392
lower_ross,2026-05-04,Acanthopagrus spp.,4,-19.26,146.81,Downstream,24.012069097843682,28.226922740328284,28.361583570737597
lower_ross,2026-05-04,Lates calcarifer,1,-19.26,146.81,Downstream,24.012069097843682,28.226922740328284,28.361583570737597
lower_ross,2026-05-04,Lutjanus argentimaculatus,8,-19.26,146.81,Downstream,24.012069097843682,28.226922740328284,28.361583570737597
lower_ross,2026-05-04,Platycephalus spp.,1,-19.26,146.81,Downstream,24.012069097843682,28.226922740328284,28.361583570737597
mid_ross,2026-05-04,Acanthopagrus spp.,1,-19.28,146.78,Middle,24.134712904419608,15.587256960132589,25.657518953478966
mid_ross,2026-05-04,Lates calcarifer,5,-19.28,146.78,Middle,24.134712904419608,15.587256960132589,25.657518953478966
mid_ross,2026-05-04,Lutjanus argentimaculatus,1,-19.28,146.78,Middle,24.134712904419608,15.587256960132589,25.657518953478966
mid_ross,2026-05-04,Platycephalus spp.,2,-19.28,146.78,Middle,24.134712904419608,15.587256960132589,25.657518953478966
ross_mouth,2026-05-04,Acanthopagrus spp.,1,-19.25,146.83,Marine,24.017288916943965,34.188275997421194,22.783933828932845
ross_mouth,2026-05-04,Lates calcarifer,2,-19.25,146.83,Marine,24.017288916943965,34.188275997421194,22.783933828932845
ross_mouth,2026-05-04,Lutjanus argentimaculatus,2,-19.25,146.83,Marine,24.017288916943965,34.188275997421194,22.783933828932845
ross_mouth,2026-05-04,Platycephalus spp.,6,-19.25,146.83,Marine,24.017288916943965,34.188275997421194,22.783933828932845
upper_ross,2026-05-04,Acanthopagrus spp.,2,-19.31,146.74,Upstream,23.91530170907627,4.653833368467849,25.805069199064746
upper_ross,2026-05-04,Lates calcarifer,5,-19.31,146.74,Upstream,23.91530170907627,4.653833368467849,25.805069199064746
upper_ross,2026-05-04,Lutjanus argentimaculatus,3,-19.31,146.74,Upstream,23.91530170907627,4.653833368467849,25.805069199064746
upper_ross,2026-05-04,Platycephalus spp.,0,-19.31,146.74,Upstream,23.91530170907627,4.653833368467849,25.805069199064746
lower_ross,2026-05-05,Acanthopagrus spp.,1,-19.26,146.81,Downstream,23.895427491354866,27.642294803984715,26.73580277028684
lower_ross,2026-05-05,Lates calcarifer,1,-19.26,146.81,Downstream,23.895427491354866,27.642294803984715,26.73580277028684
lower_ross,2026-05-05,Lutjanus argentimaculatus,2,-19.26,146.81,Downstream,23.895427491354866,27.642294803984715,26.73580277028684
lower_ross,2026-05-05,Platycephalus spp.,2,-19.26,146.81,Downstream,23.895427491354866,27.642294803984715,26.73580277028684
mid_ross,2026-05-05,Acanthopagrus spp.,3,-19.28,146.78,Middle,23.839262951137307,15.006174764709199,24.424515340327183
mid_ross,2026-05-05,Lates calcarifer,1,-19.28,146.78,Middle,23.839262951137307,15.006174764709199,24.424515340327183
mid_ross,2026-05-05,Lutjanus argentimaculatus,1,-19.28,146.78,Middle,23.839262951137307,15.006174764709199,24.424515340327183
mid_ross,2026-05-05,Platycephalus spp.,1,-19.28,146.78,Middle,23.839262951137307,15.006174764709199,24.424515340327183
ross_mouth,2026-05-05,Acanthopagrus spp.,1,-19.25,146.83,Marine,23.81659848778806,34.05924002860217,26.28476736148216
ross_mouth,2026-05-05,Lates calcarifer,1,-19.25,146.83,Marine,23.81659848778806,34.05924002860217,26.28476736148216
ross_mouth,2026-05-05,Lutjanus argentimaculatus,0,-19.25,146.83,Marine,23.81659848778806,34.05924002860217,26.28476736148216
ross_mouth,2026-05-05,Platycephalus spp.,7,-19.25,146.83,Marine,23.81659848778806,34.05924002860217,26.28476736148216
upper_ross,2026-05-05,Acanthopagrus spp.,2,-19.31,146.74,Upstream,24.159606273193866,4.829626146286956,25.32492275495191
upper_ross,2026-05-05,Lates calcarifer,6,-19.31,146.74,Upstream,24.159606273193866,4.829626146286956,25.32492275495191
upper_ross,2026-05-05,Lutjanus argentimaculatus,2,-19.31,146.74,Upstream,24.159606273193866,4.829626146286956,25.32492275495191
upper_ross,2026-05-05,Platycephalus spp.,0,-19.31,146.74,Upstream,24.159606273193866,4.829626146286956,25.32492275495191
lower_ross,2026-05-06,Acanthopagrus spp.,2,-19.26,146.81,Downstream,23.993539994090387,28.17765868428939,24.027259299901072
lower_ross,2026-05-06,Lates calcarifer,4,-19.26,146.81,Downstream,23.993539994090387,28.17765868428939,24.027259299901072
lower_ross,2026-05-06,Lutjanus argentimaculatus,2,-19.26,146.81,Downstream,23.993539994090387,28.17765868428939,24.027259299901072
lower_ross,2026-05-06,Platycephalus spp.,3,-19.26,146.81,Downstream,23.993539994090387,28.17765868428939,24.027259299901072
mid_ross,2026-05-06,Acanthopagrus spp.,2,-19.28,146.78,Middle,23.93323067671643,14.701228413431634,26.53830900741741
mid_ross,2026-05-06,Lates calcarifer,4,-19.28,146.78,Middle,23.93323067671643,14.701228413431634,26.53830900741741
mid_ross,2026-05-06,Lutjanus argentimaculatus,2,-19.28,146.78,Middle,23.93323067671643,14.701228413431634,26.53830900741741
mid_ross,2026-05-06,Platycephalus spp.,2,-19.28,146.78,Middle,23.93323067671643,14.701228413431634,26.53830900741741
ross_mouth,2026-05-06,Acanthopagrus spp.,1,-19.25,146.83,Marine,23.91571091948713,33.92384504870752,26.09291180780229
ross_mouth,2026-05-06,Lates calcarifer,1,-19.25,146.83,Marine,23.91571091948713,33.92384504870752,26.09291180780229
ross_mouth,2026-05-06,Lutjanus argentimaculatus,1,-19.25,146.83,Marine,23.91571091948713,33.92384504870752,26.09291180780229
ross_mouth,2026-05-06,Platycephalus spp.,6,-19.25,146.83,Marine,23.91571091948713,33.92384504870752,26.09291180780229
upper_ross,2026-05-06,Acanthopagrus spp.,2,-19.31,146.74,Upstream,23.9716615259673,5.25531137278478,27.02165670660527
upper_ross,2026-05-06,Lates calcarifer,7,-19.31,146.74,Upstream,23.9716615259673,5.25531137278478,27.02165670660527
upper_ross,2026-05-06,Lutjanus argentimaculatus,3,-19.31,146.74,Upstream,23.9716615259673,5.25531137278478,27.02165670660527
upper_ross,2026-05-06,Platycephalus spp.,2,-19.31,146.74,Upstream,23.9716615259673,5.25531137278478,27.02165670660527
lower_ross,2026-05-07,Acanthopagrus spp.,2,-19.26,146.81,Downstream,23.990107879945302,27.563433573467663,25.12508588395608
lower_ross,2026-05-07,Lates calcarifer,1,-19.26,146.81,Downstream,23.990107879945302,27.563433573467663,25.12508588395608
lower_ross,2026-05-07,Lutjanus argentimaculatus,1,-19.26,146.81,Downstream,23.990107879945302,27.563433573467663,25.12508588395608
lower_ross,2026-05-07,Platycephalus spp.,1,-19.26,146.81,Downstream,23.990107879945302,27.563433573467663,25.12508588395608
mid_ross,2026-05-07,Acanthopagrus spp.,4,-19.28,146.78,Middle,24.213599954699568,14.760380015690885,26.224134417214934
mid_ross,2026-05-07,Lates calcarifer,1,-19.28,146.78,Middle,24.213599954699568,14.760380015690885,26.224134417214934
mid_ross,2026-05-07,Lutjanus argentimaculatus,2,-19.28,146.78,Middle,24.213599954699568,14.760380015690885,26.224134417214934
mid_ross,2026-05-07,Platycephalus spp.,4,-19.28,146.78,Middle,24.213599954699568,14.760380015690885,26.224134417214934
ross_mouth,2026-05-07,Acanthopagrus spp.,3,-19.25,146.83,Marine,23.998850574572,33.834715300969926,23.056164268225146
ross_mouth,2026-05-07,Lates calcarifer,1,-19.25,146.83,Marine,23.998850574572,33.834715300969926,23.056164268225146
ross_mouth,2026-05-07,Lutjanus argentimaculatus,2,-19.25,146.83,Marine,23.998850574572,33.834715300969926,23.056164268225146
ross_mouth,2026-05-07,Platycephalus spp.,6,-19.25,146.83,Marine,23.998850574572,33.834715300969926,23.056164268225146
upper_ross,2026-05-07,Acanthopagrus spp.,5,-19.31,146.74,Upstream,23.690835141798875,4.7848989795968935,25.12350641343639
upper_ross,2026-05-07,Lates calcarifer,4,-19.31,146.74,Upstream,23.690835141798875,4.7848989795968935,25.12350641343639
upper_ross,2026-05-07,Lutjanus argentimaculatus,1,-19.31,146.74,Upstream,23.690835141798875,4.7848989795968935,25.12350641343639
upper_ross,2026-05-07,Platycephalus spp.,5,-19.31,146.74,Upstream,23.690835141798875,4.7848989795968935,25.12350641343639
lower_ross,2026-05-08,Acanthopagrus spp.,3,-19.26,146.81,Downstream,24.025633778695813,27.981765193742316,25.89848706556156
lower_ross,2026-05-08,Lates calcarifer,2,-19.26,146.81,Downstream,24.025633778695813,27.981765193742316,25.89848706556156
lower_ross,2026-05-08,Lutjanus argentimaculatus,0,-19.26,146.81,Downstream,24.025633778695813,27.981765193742316,25.89848706556156
lower_ross,2026-05-08,Platycephalus spp.,2,-19.26,146.81,Downstream,24.025633778695813,27.981765193742316,25.89848706556156
mid_ross,2026-05-08,Acanthopagrus spp.,1,-19.28,146.78,Middle,23.932199493309643,14.230540422895057,24.74529023666142
mid_ross,2026-05-08,Lates calcarifer,2,-19.28,146.78,Middle,23.932199493309643,14.230540422895057,24.74529023666142
mid_ross,2026-05-08,Lutjanus argentimaculatus,4,-19.28,146.78,Middle,23.932199493309643,14.230540422895057,24.74529023666142
mid_ross,2026-05-08,Platycephalus spp.,3,-19.28,146.78,Middle,23.932199493309643,14.230540422895057,24.74529023666142
ross_mouth,2026-05-08,Acanthopagrus spp.,1,-19.25,146.83,Marine,24.257349407129567,34.018682953654285,26.57088280653166
ross_mouth,2026-05-08,Lates calcarifer,1,-19.25,146.83,Marine,24.257349407129567,34.018682953654285,26.57088280653166
ross_mouth,2026-05-08,Lutjanus argentimaculatus,2,-19.25,146.83,Marine,24.257349407129567,34.018682953654285,26.57088280653166
ross_mouth,2026-05-08,Platycephalus spp.,5,-19.25,146.83,Marine,24.257349407129567,34.018682953654285,26.57088280653166
upper_ross,2026-05-08,Acanthopagrus spp.,2,-19.31,146.74,Upstream,23.831453586381983,5.003954053091254,23.907360002210638
upper_ross,2026-05-08,Lates calcarifer,4,-19.31,146.74,Upstream,23.831453586381983,5.003954053091254,23.907360002210638
upper_ross,2026-05-08,Lutjanus argentimaculatus,1,-19.31,146.74,Upstream,23.831453586381983,5.003954053091254,23.907360002210638
upper_ross,2026-05-08,Platycephalus spp.,1,-19.31,146.74,Upstream,23.831453586381983,5.003954053091254,23.907360002210638
lower_ross,2026-05-09,Acanthopagrus spp.,0,-19.26,146.81,Downstream,24.01827487939419,27.834216270447538,24.584761925933368
lower_ross,2026-05-09,Lates calcarifer,3,-19.26,146.81,Downstream,24.01827487939419,27.834216270447538,24.584761925933368
lower_ross,2026-05-09,Lutjanus argentimaculatus,1,-19.26,146.81,Downstream,24.01827487939419,27.834216270447538,24.584761925933368
lower_ross,2026-05-09,Platycephalus spp.,1,-19.26,146.81,Downstream,24.01827487939419,27.834216270447538,24.584761925933368
mid_ross,2026-05-09,Acanthopagrus spp.,4,-19.28,146.78,Middle,24.004035696870314,15.047721432418484,24.355487483483255
mid_ross,2026-05-09,Lates calcarifer,1,-19.28,146.78,Middle,24.004035696870314,15.047721432418484,24.355487483483255
mid_ross,2026-05-09,Lutjanus argentimaculatus,2,-19.28,146.78,Middle,24.004035696870314,15.047721432418484,24.355487483483255
mid_ross,2026-05-09,Platycephalus spp.,0,-19.28,146.78,Middle,24.004035696870314,15.047721432418484,24.355487483483255
ross_mouth,2026-05-09,Acanthopagrus spp.,4,-19.25,146.83,Marine,23.713550591216833,33.93157329535426,28.189730452608984
ross_mouth,2026-05-09,Lates calcarifer,1,-19.25,146.83,Marine,23.713550591216833,33.93157329535426,28.189730452608984
ross_mouth,2026-05-09,Lutjanus argentimaculatus,2,-19.25,146.83,Marine,23.713550591216833,33.93157329535426,28.189730452608984
ross_mouth,2026-05-09,Platycephalus spp.,6,-19.25,146.83,Marine,23.713550591216833,33.93157329535426,28.189730452608984
upper_ross,2026-05-09,Acanthopagrus spp.,1,-19.31,146.74,Upstream,24.061422083671015,4.756500426585427,24.46225571722413
upper_ross,2026-05-09,Lates calcarifer,3,-19.31,146.74,Upstream,24.061422083671015,4.756500426585427,24.46225571722413
upper_ross,2026-05-09,Lutjanus argentimaculatus,2,-19.31,146.74,Upstream,24.061422083671015,4.756500426585427,24.46225571722413
upper_ross,2026-05-09,Platycephalus spp.,2,-19.31,146.74,Upstream,24.061422083671015,4.756500426585427,24.46225571722413
lower_ross,2026-05-10,Acanthopagrus spp.,5,-19.26,146.81,Downstream,23.92005585108578,28.128189624555063,26.157868028682117
lower_ross,2026-05-10,Lates calcarifer,0,-19.26,146.81,Downstream,23.92005585108578,28.128189624555063,26.157868028682117
lower_ross,2026-05-10,Lutjanus argentimaculatus,5,-19.26,146.81,Downstream,23.92005585108578,28.128189624555063,26.157868028682117
lower_ross,2026-05-10,Platycephalus spp.,3,-19.26,146.81,Downstream,23.92005585108578,28.128189624555063,26.157868028682117
mid_ross,2026-05-10,Acanthopagrus spp.,2,-19.28,146.78,Middle,23.959741668018836,14.966334578966283,24.33953136475453
mid_ross,2026-05-10,Lates calcarifer,2,-19.28,146.78,Middle,23.959741668018836,14.966334578966283,24.33953136475453
mid_ross,2026-05-10,Lutjanus argentimaculatus,2,-19.28,146.78,Middle,23.959741668018836,14.966334578966283,24.33953136475453
mid_ross,2026-05-10,Platycephalus spp.,4,-19.28,146.78,Middle,23.959741668018836,14.966334578966283,24.33953136475453
ross_mouth,2026-05-10,Acanthopagrus spp.,1,-19.25,146.83,Marine,23.644591909110783,34.07272628849433,24.70278253984781
ross_mouth,2026-05-10,Lates calcarifer,4,-19.25,146.83,Marine,23.644591909110783,34.07272628849433,24.70278253984781
ross_mouth,2026-05-10,Lutjanus argentimaculatus,1,-19.25,146.83,Marine,23.644591909110783,34.07272628849433,24.70278253984781
ross_mouth,2026-05-10,Platycephalus spp.,5,-19.25,146.83,Marine,23.644591909110783,34.07272628849433,24.70278253984781
upper_ross,2026-05-10,Acanthopagrus spp.,4,-19.31,146.74,Upstream,24.142182751697586,4.896169178793564,25.170041726300234
upper_ross,2026-05-10,Lates calcarifer,3,-19.31,146.74,Upstream,24.142182751697586,4.896169178793564,25.170041726300234
upper_ross,2026-05-10,Lutjanus argentimaculatus,3,-19.31,146.74,Upstream,24.142182751697586,4.896169178793564,25.170041726300234
upper_ross,2026-05-10,Platycephalus spp.,1,-19.31,146.74,Upstream,24.142182751697586,4.896169178793564,25.170041726300234
lower_ross,2026-05-11,Acanthopagrus spp.,0,-19.26,146.81,Downstream,23.842215702142,27.7744366360446,25.235996654090147
lower_ross,2026-05-11,Lates calcarifer,2,-19.26,146.81,Downstream,23.842215702142,27.7744366360446,25.235996654090147
lower_ross,2026-05-11,Lutjanus argentimaculatus,4,-19.26,146.81,Downstream,23.842215702142,27.7744366360446,25.235996654090147
lower_ross,2026-05-11,Platycephalus spp.,3,-19.26,146.81,Downstream,23.842215702142,27.7744366360446,25.235996654090147
mid_ross,2026-05-11,Acanthopagrus spp.,4,-19.28,146.78,Middle,24.06565533077728,15.415319821214739,24.506421972754307
mid_ross,2026-05-11,Lates calcarifer,2,-19.28,146.78,Middle,24.06565533077728,15.415319821214739,24.506421972754307
mid_ross,2026-05-11,Lutjanus argentimaculatus,0,-19.28,146.78,Middle,24.06565533077728,15.415319821214739,24.506421972754307
mid_ross,2026-05-11,Platycephalus spp.,1,-19.28,146.78,Middle,24.06565533077728,15.415319821214739,24.506421972754307
ross_mouth,2026-05-11,Acanthopagrus spp.,2,-19.25,146.83,Marine,24.28245659292535,34.249676826420135,26.632791267147148
ross_mouth,2026-05-11,Lates calcarifer,1,-19.25,146.83,Marine,24.28245659292535,34.249676826420135,26.632791267147148
ross_mouth,2026-05-11,Lutjanus argentimaculatus,2,-19.25,146.83,Marine,24.28245659292535,34.249676826420135,26.632791267147148
ross_mouth,2026-05-11,Platycephalus spp.,4,-19.25,146.83,Marine,24.28245659292535,34.249676826420135,26.632791267147148
upper_ross,2026-05-11,Acanthopagrus spp.,5,-19.31,146.74,Upstream,23.93763570447984,4.912673201619338,24.18273546567956
upper_ross,2026-05-11,Lates calcarifer,6,-19.31,146.74,Upstream,23.93763570447984,4.912673201619338,24.18273546567956
upper_ross,2026-05-11,Lutjanus argentimaculatus,4,-19.31,146.74,Upstream,23.93763570447984,4.912673201619338,24.18273546567956
upper_ross,2026-05-11,Platycephalus spp.,2,-19.31,146.74,Upstream,23.93763570447984,4.912673201619338,24.18273546567956
lower_ross,2026-05-12,Acanthopagrus spp.,3,-19.26,146.81,Downstream,23.95661793126447,28.524079593461323,27.328895313660098
lower_ross,2026-05-12,Lates calcarifer,1,-19.26,146.81,Downstream,23.95661793126447,28.524079593461323,27.328895313660098
lower_ross,2026-05-12,Lutjanus argentimaculatus,2,-19.26,146.81,Downstream,23.95661793126447,28.524079593461323,27.328895313660098
lower_ross,2026-05-12,Platycephalus spp.,2,-19.26,146.81,Downstream,23.95661793126447,28.524079593461323,27.328895313660098
mid_ross,2026-05-12,Acanthopagrus spp.,2,-19.28,146.78,Middle,24.02426727043186,15.035548044925136,25.77647711717904
mid_ross,2026-05-12,Lates calcarifer,0,-19.28,146.78,Middle,24.02426727043186,15.035548044925136,25.77647711717904
mid_ross,2026-05-12,Lutjanus argentimaculatus,3,-19.28,146.78,Middle,24.02426727043186,15.035548044925136,25.77647711717904
mid_ross,2026-05-12,Platycephalus spp.,2,-19.28,146.78,Middle,24.02426727043186,15.035548044925136,25.77647711717904
ross_mouth,2026-05-12,Acanthopagrus spp.,2,-19.25,146.83,Marine,23.893202918170076,34.049731987629265,25.475572023829244
ross_mouth,2026-05-12,Lates calcarifer,0,-19.25,146.83,Marine,23.893202918170076,34.049731987629265,25.475572023829244
ross_mouth,2026-05-12,Lutjanus argentimaculatus,0,-19.25,146.83,Marine,23.893202918170076,34.049731987629265,25.475572023829244
ross_mouth,2026-05-12,Platycephalus spp.,6,-19.25,146.83,Marine,23.893202918170076,34.049731987629265,25.475572023829244
upper_ross,2026-05-12,Acanthopagrus spp.,1,-19.31,146.74,Upstream,24.193720661769138,4.835838156334448,25.216948457277738
upper_ross,2026-05-12,Lates calcarifer,7,-19.31,146.74,Upstream,24.193720661769138,4.835838156334448,25.216948457277738
upper_ross,2026-05-12,Lutjanus argentimaculatus,3,-19.31,146.74,Upstream,24.193720661769138,4.835838156334448,25.216948457277738
upper_ross,2026-05-12,Platycephalus spp.,3,-19.31,146.74,Upstream,24.193720661769138,4.835838156334448,25.216948457277738
lower_ross,2026-05-13,Acanthopagrus spp.,1,-19.26,146.81,Downstream,24.06877188616034,27.68330305903476,26.054892646695446
lower_ross,2026-05-13,Lates calcarifer,1,-19.26,146.81,Downstream,24.06877188616034,27.68330305903476,26.054892646695446
lower_ross,2026-05-13,Lutjanus argentimaculatus,2,-19.26,146.81,Downstream,24.06877188616034,27.68330305903476,26.054892646695446
lower_ross,2026-05-13,Platycephalus spp.,3,-19.26,146.81,Downstream,24.06877188616034,27.68330305903476,26.054892646695446
mid_ross,2026-05-13,Acanthopagrus spp.,1,-19.28,146.78,Middle,24.165981227972555,15.208018708475986,26.073642724011073
mid_ross,2026-05-13,Lates calcarifer,1,-19.28,146.78,Middle,24.165981227972555,15.208018708475986,26.073642724011073
mid_ross,2026-05-13,Lutjanus argentimaculatus,3,-19.28,146.78,Middle,24.165981227972555,15.208018708475986,26.073642724011073
mid_ross,2026-05-13,Platycephalus spp.,4,-19.28,146.78,Middle,24.165981227972555,15.208018708475986,26.073642724011073
ross_mouth,2026-05-13,Acanthopagrus spp.,3,-19.25,146.83,Marine,23.997676589266387,34.07694180407664,25.630805814133016
ross_mouth,2026-05-13,Lates calcarifer,1,-19.25,146.83,Marine,23.997676589266387,34.07694180407664,25.630805814133016
ross_mouth,2026-05-13,Lutjanus argentimaculatus,3,-19.25,146.83,Marine,23.997676589266387,34.07694180407664,25.630805814133016
ross_mouth,2026-05-13,Platycephalus spp.,4,-19.25,146.83,Marine,23.997676589266387,34.07694180407664,25.630805814133016
upper_ross,2026-05-13,Acanthopagrus spp.,5,-19.31,146.74,Upstream,23.945044949410274,5.088606927286365,24.404302540192198
upper_ross,2026-05-13,Lates calcarifer,4,-19.31,146.74,Upstream,23.945044949410274,5.088606927286365,24.404302540192198
upper_ross,2026-05-13,Lutjanus argentimaculatus,3,-19.31,146.74,Upstream,23.945044949410274,5.088606927286365,24.404302540192198
upper_ross,2026-05-13,Platycephalus spp.,6,-19.31,146.74,Upstream,23.945044949410274,5.088606927286365,24.404302540192198
lower_ross,2026-05-14,Acanthopagrus spp.,4,-19.26,146.81,Downstream,24.09286838638203,27.876970194980228,21.856779612918753
lower_ross,2026-05-14,Lates calcarifer,4,-19.26,146.81,Downstream,24.09286838638203,27.876970194980228,21.856779612918753
lower_ross,2026-05-14,Lutjanus argentimaculatus,2,-19.26,146.81,Downstream,24.09286838638203,27.876970194980228,21.856779612918753
lower_ross,2026-05-14,Platycephalus spp.,4,-19.26,146.81,Downstream,24.09286838638203,27.876970194980228,21.856779612918753
mid_ross,2026-05-14,Acanthopagrus spp.,5,-19.28,146.78,Middle,23.820059450784242,15.105711772338054,26.302726809633896
mid_ross,2026-05-14,Lates calcarifer,4,-19.28,146.78,Middle,23.820059450784242,15.105711772338054,26.302726809633896
mid_ross,2026-05-14,Lutjanus argentimaculatus,2,-19.28,146.78,Middle,23.820059450784242,15.105711772338054,26.302726809633896
mid_ross,2026-05-14,Platycephalus spp.,2,-19.28,146.78,Middle,23.820059450784242,15.105711772338054,26.302726809633896
ross_mouth,2026-05-14,Acanthopagrus spp.,3,-19.25,146.83,Marine,23.65359366656295,33.977167962096026,25.43891338268495
