site,timestamp,temperature,salinity,turbidity
upper_ross,01/05/2026 03:00,23.998374133042613,5.9358340211741565,25.456699288683012
mid_ross,01/05/2026 03:00,23.34899122172758,11.972407886032771,27.1082296888344
lower_ross,01/05/2026 03:00,24.72435297834979,31.972102462179354,36.312441234709695
ross_mouth,01/05/2026 03:00,24.343603640111695,33.15607082108438,6.1147853878792375
upper_ross,01/05/2026 03:15,23.50494170032957,3.945225636987236,-999
mid_ross,01/05/2026 03:15,25.98201892053429,19.738821881043,8.03178703179583
lower_ross,01/05/2026 03:15,23.14445551512171,31.522931405185435,20.53912105341442
ross_mouth,01/05/2026 03:15,22.11847519187421,34.42438876412085,9.48309686477296
upper_ross,01/05/2026 03:30,25.149262222321394,3.6051654168660425,40.94500896520913
mid_ross,01/05/2026 03:30,21.868263504006634,11.259110620972109,48.1803248366341
lower_ross,01/05/2026 03:30,21.876299651023455,27.85103929516076,29.459634026745334
ross_mouth,01/05/2026 03:30,21.46455499215641,35.41178938771085,26.574908772250637
upper_ross,01/05/2026 03:45,23.50537630580604,2.9937594157964846,31.473775014281273
mid_ross,01/05/2026 03:45,26.041973854729292,12.344065817245315,11.690194191178307
lower_ross,01/05/2026 03:45,24.292127543638163,28.652252867996097,5.370600167429075
ross_mouth,01/05/2026 03:45,24.581205163078764,33.07813776101699,1.2000199223402888
upper_ross,01/05/2026 04:00,23.266674105072482,1.1560305931864057,49.9510053654667
mid_ross,01/05/2026 04:00,21.976776774857903,18.93415742201124,7.564570516347885
lower_ross,01/05/2026 04:00,21.77418913796272,32.70271701992278,-999
ross_mouth,01/05/2026 04:00,23.472052335807277,35.00934943190046,48.66667277482338
upper_ross,01/05/2026 04:15,25.874427732128577,4.267049295811649,3.5045444681309164
mid_ross,01/05/2026 04:15,25.268438920248997,14.709399969128729,46.97433987236582
lower_ross,01/05/2026 04:15,23.314897643340597,25.753071858806194,33.53316620923579
ross_mouth,01/05/2026 04:15,23.00328897984768,34.4511115787663,42.302639896282926
upper_ross,01/05/2026 04:30,23.807790108187014,3.2404462180908995,36.336907856864855
mid_ross,01/05/2026 04:30,24.142136227831767,11.799350519987112,5.6288188083563
lower_ross,01/05/2026 04:30,23.18341375397827,30.327500887562934,6.006150339962915
ross_mouth,01/05/2026 04:30,22.41783161405145,33.855954024176185,29.48661707760766
upper_ross,01/05/2026 04:45,25.17539135134114,5.545534454820151,32.62762124277651
mid_ross,01/05/2026 04:45,26.383649049212003,15.462563672799,32.42161733098328
lower_ross,01/05/2026 04:45,23.057145771698764,27.21367782820999,9.461841484066099
ross_mouth,01/05/2026 04:45,20.629272677341604,33.4159492997127,24.46692983410321
upper_ross,01/05/2026 05:00,24.440681650273298,4.227694592416105,-999
mid_ross,01/05/2026 05:00,21.838319061640334,18.498894410724052,44.787728923140094
lower_ross,01/05/2026 05:00,24.358964999997603,28.0172273941478,12.4831489068456
ross_mouth,01/05/2026 05:00,26.754761205028302,34.95627610400063,-999
upper_ross,01/05/2026 05:15,21.84016237458525,2.200789191404974,41.815095538971946
mid_ross,01/05/2026 05:15,22.538845629492506,12.37770638884855,48.431878046365455
lower_ross,01/05/2026 05:15,22.27824008218165,31.963008522856533,14.56123845023103
ross_mouth,01/05/2026 05:15,24.578712137756476,34.96982931051635,47.98011701297946
upper_ross,01/05/2026 05:30,25.04065556315337,4.176250244007367,7.886147974524647
mid_ross,01/05/2026 05:30,20.16414928188562,18.39478533517049,23.228751316666603
lower_ross,01/05/2026 05:30,20.647412402302223,30.813091601881602,42.551416855538264
ross_mouth,01/05/2026 05:30,26.232491522611568,32.137143378809945,43.69946665363386
upper_ross,01/05/2026 05:45,24.10758723386432,2.7865283565923518,26.36954929237254
mid_ross,01/05/2026 05:45,22.975276723052477,11.475982765672242,26.3652673328761
lower_ross,01/05/2026 05:45,23.464319006417764,27.828864387242877,40.98882336472161
ross_mouth,01/05/2026 05:45,24.094508538518994,34.81974180862251,31.368747055530548
upper_ross,01/05/2026 06:00,25.371499430576282,3.2993714459663637,13.79504332318902
mid_ross,01/05/2026 06:00,24.847350457552512,8.387450691808935,7.749496053438634
lower_ross,01/05/2026 06:00,24.549574903312386,24.291611142057217,40.33146786643192
ross_mouth,01/05/2026 06:00,21.881216534773344,33.07814214121903,29.454316020244732
upper_ross,01/05/2026 06:15,22.8833524097848,6.393805338336756,1.7456743640359491
mid_ross,01/05/2026 06:15,24.53004885911719,18.14188176929334,48.07433940260671
lower_ross,01/05/2026 06:15,22.772299388487703,30.027419765310718,24.17085874150507
ross_mouth,01/05/2026 06:15,25.345776651944174,33.81953465274125,42.232408271869645
upper_ross,01/05/2026 06:30,23.64148986482622,5.019078281352557,26.965277323732153
mid_ross,01/05/2026 06:30,23.75060857520926,12.834543644299998,27.95443594502285
lower_ross,01/05/2026 06:30,24.74743229601504,26.58063733565959,27.61394039541483
ross_mouth,01/05/2026 06:30,22.698342950655427,35.91836189207069,32.843638914171606
upper_ross,01/05/2026 06:45,23.200596331823547,6.096720936001951,13.537725627422333
mid_ross,01/05/2026 06:45,22.783155433894066,13.432515792405585,8.907850521616638
lower_ross,01/05/2026 06:45,23.814895761663887,26.872165576897796,4.256496048066765
ross_mouth,01/05/2026 06:45,24.679330126732623,34.52230402427915,31.021229130681604
upper_ross,01/05/2026 07:00,22.89784020885573,2.5291456146716835,20.378290773835033
mid_ross,01/05/2026 07:00,21.994645412605088,11.673740983868989,45.09526124293916
lower_ross,01/05/2026 07:00,24.54894687654842,29.884813507128698,17.264676436781883
ross_mouth,01/05/2026 07:00,23.307300158511886,34.448276592309234,48.68727258872241
upper_ross,01/05/2026 07:15,24.899587406311436,4.3945648321752575,26.322572628967464
mid_ross,01/05/2026 07:15,26.346134952363652,10.643145554743489,18.97381277079694
lower_ross,01/05/2026 07:15,23.17450500414639,25.83218412533049,45.22945498814806
ross_mouth,01/05/2026 07:15,21.96049478830044,33.364872813144,23.66398754180409
upper_ross,01/05/2026 07:30,21.831047633444303,5.450458549569864,31.756555072264746
mid_ross,01/05/2026 07:30,26.179291913419394,13.551529130118508,6.862129016080871
lower_ross,01/05/2026 07:30,23.398090221462702,29.08024823092044,11.749184662243351
ross_mouth,01/05/2026 07:30,23.841785468560726,33.91427023249542,26.18757451325655
upper_ross,01/05/2026 07:45,24.883549159337342,6.881555428986156,21.032691612374038
mid_ross,01/05/2026 07:45,23.51318322498643,17.0218580526778,17.25642810529098
lower_ross,01/05/2026 07:45,19.823668959785525,28.804694531441786,48.8778010988608
ross_mouth,01/05/2026 07:45,27.076468909689947,34.02811462202884,11.687930818879977
upper_ross,01/05/2026 08:00,25.95868004298887,7.228296584524745,33.03121797833592
mid_ross,01/05/2026 08:00,22.77807347373549,11.947614812908494,19.360292518045753
lower_ross,01/05/2026 08:00,24.636662374487923,34.29250878045589,16.898191671120003
ross_mouth,01/05/2026 08:00,24.22491159266063,33.58128509371871,44.406471429159865
upper_ross,01/05/2026 08:15,25.13363616796839,5.666244751518819,36.53229172783904
mid_ross,01/05/2026 08:15,25.62557460759345,13.670754663727724,23.643097684485838
lower_ross,01/05/2026 08:15,23.481555004810318,25.014882744100493,-999
ross_mouth,01/05/2026 08:15,23.217774273350024,33.46995000098178,43.662377113243565
upper_ross,01/05/2026 08:30,22.080130757815272,5.1869035637996825,8.522464458132163
mid_ross,01/05/2026 08:30,24.839955024875582,17.600120397819822,7.749664788134396
lower_ross,01/05/2026 08:30,23.295045543477695,26.268638596972536,19.950229070382193
ross_mouth,01/05/2026 08:30,22.849185173549923,34.75104667681419,41.51988236932084
upper_ross,01/05/2026 08:45,24.580189926016008,2.6283528339238917,-999
mid_ross,01/05/2026 08:45,25.2937800115011,18.086612226044966,2.540458601899445
lower_ross,01/05/2026 08:45,21.41886664809283,27.713250473298427,24.008978519123048
ross_mouth,01/05/2026 08:45,25.870804817691205,33.813250215675374,34.22270290507004
upper_ross,01/05/2026 09:00,24.300109550348708,3.811454354273361,5.154405820881948
mid_ross,01/05/2026 09:00,24.127624289804967,8.206179106822791,30.30689848563634
lower_ross,01/05/2026 09:00,24.725542545990972,24.673881708595964,33.370901342481375
ross_mouth,01/05/2026 09:00,24.04111170329769,33.87333376021495,31.55189864221029
upper_ross,01/05/2026 09:15,24.165585576361114,2.0795045395491454,31.861824039835483
mid_ross,01/05/2026 09:15,22.09754305444635,11.146906124103225,39.48910786001943
lower_ross,01/05/2026 09:15,20.603211458229435,29.623604181994594,44.55483423406258
ross_mouth,01/05/2026 09:15,25.35919267383982,33.39613669587476,42.66741114342585
upper_ross,01/05/2026 09:30,22.3021413669952,7.333236309356188,33.226902468595654
mid_ross,01/05/2026 09:30,24.615867467803348,11.285997720165478,14.057936839293689
lower_ross,01/05/2026 09:30,23.491852137084237,31.33226591293628,33.92132620722987
ross_mouth,01/05/2026 09:30,25.71843573726094,34.35355547290838,3.0691958672832698
upper_ross,01/05/2026 09:45,23.813188611547947,1.7148243393342764,47.95618062163703
mid_ross,01/05/2026 09:45,23.474146642261253,15.392034431017526,28.826397618744522
lower_ross,01/05/2026 09:45,24.00528284877591,25.525210600127036,12.039925928926095
ross_mouth,01/05/2026 09:45,24.122945790506066,33.34422866938139,8.39488337887451
upper_ross,01/05/2026 10:00,22.396883298208554,3.9173301143976977,7.523428650805727
mid_ross,01/05/2026 10:00,25.961653885966108,18.315183750662,39.51742470217869
lower_ross,01/05/2026 10:00,22.07621762839702,29.0159628400074,12.824740330688655
ross_mouth,01/05/2026 10:00,23.848898854162766,32.506711561323506,4.43528822157532
upper_ross,01/05/2026 10:15,23.503124809516915,7.777553346333903,42.1687395600602
mid_ross,01/05/2026 10:15,22.974654646860273,13.895629316004875,47.34775918908417
lower_ross,01/05/2026 10:15,22.92248877526196,29.91787470139984,16.487987095490098
ross_mouth,01/05/2026 10:15,25.094026639134416,33.036704328054675,23.35161481797695
upper_ross,01/05/2026 10:30,26.25819569400125,4.906918303918219,33.07965438510291
mid_ross,01/05/2026 10:30,22.490896206049285,4.5862849048726275,27.069991098251194
lower_ross,01/05/2026 10:30,24.843886864122467,27.60106648766551,40.95839951792732
ross_mouth,01/05/2026 10:30,25.581731286295373,34.59608606915709,47.49783473671414
upper_ross,01/05/2026 10:45,22.18744134949771,6.81033559874005,37.615043605910614
mid_ross,01/05/2026 10:45,24.065442792096885,13.285169659250418,38.84315519919619
lower_ross,01/05/2026 10:45,20.242731352629196,33.1547020024365,13.879601983586326
ross_mouth,01/05/2026 10:45,23.378847511486462,33.68921958942364,10.316315443720669
upper_ross,01/05/2026 11:00,23.1858377470828,6.755234894448806,-999
mid_ross,01/05/2026 11:00,24.677102056501607,16.835098190037982,13.514826697763056
lower_ross,01/05/2026 11:00,26.011723714891776,24.152168434779902,17.748909338610247
ross_mouth,01/05/2026 11:00,23.867342782917035,34.18589765101537,-999
upper_ross,01/05/2026 11:15,24.502236079447787,7.104925275289435,42.01885435520671
mid_ross,01/05/2026 11:15,23.653587130327576,16.03939543534121,32.60845769313164
lower_ross,01/05/2026 11:15,22.432101055379537,29.40190495561689,30.462456119712442
ross_mouth,01/05/2026 11:15,25.97732562000525,35.04398656981961,26.385105855530128
upper_ross,01/05/2026 11:30,25.95775976205753,6.739892222017183,10.991165341576561
mid_ross,01/05/2026 11:30,22.809038588986926,18.510135248142216,38.817321460926905
lower_ross,01/05/2026 11:30,24.263000630693842,25.792169354809097,39.519855440128595
ross_mouth,01/05/2026 11:30,21.730467511676554,35.56507033461327,20.385478529613465
upper_ross,01/05/2026 11:45,26.076196947710734,2.2634259157416707,24.955096136778593
mid_ross,01/05/2026 11:45,26.1831392977375,12.134154342690511,6.261166044976562
lower_ross,01/05/2026 11:45,23.328629132346514,33.187290839368025,12.9444436901249
ross_mouth,01/05/2026 11:45,25.18496012143109,34.546966146613336,20.862453671870753
upper_ross,01/05/2026 12:00,26.827909564156155,4.697111496954563,5.845517236972228
mid_ross,01/05/2026 12:00,23.473984046939346,15.234834788484248,41.25422265380621
lower_ross,01/05/2026 12:00,24.8243692730725,25.000402017685882,35.96694658603519
ross_mouth,01/05/2026 12:00,22.889374535092774,33.92629895214798,23.229031925089657
upper_ross,01/05/2026 12:15,26.17946859046096,3.12464555721053,-999
mid_ross,01/05/2026 12:15,24.00704986658239,16.20379230158868,29.765994125278667
lower_ross,01/05/2026 12:15,22.450871517758202,30.653205360718964,48.867263155058026
ross_mouth,01/05/2026 12:15,24.633844801185468,34.8222883157119,42.79459362546913
upper_ross,01/05/2026 12:30,22.785965361440983,7.664697666480623,30.223930665990338
mid_ross,01/05/2026 12:30,24.111363002659466,8.9993199110331,32.66611294681206
lower_ross,01/05/2026 12:30,21.36060373562339,25.31011214933565,49.61659789830446
ross_mouth,01/05/2026 12:30,26.0556302062515,31.397657054305135,19.259319006465375
upper_ross,01/05/2026 12:45,22.199879036843534,5.992232531195506,5.885567050194368
mid_ross,01/05/2026 12:45,25.36724683660655,16.807575578655644,2.3707585816737264
lower_ross,01/05/2026 12:45,24.369144627191506,26.94901338246399,22.735928917536512
ross_mouth,01/05/2026 12:45,24.776244574672162,35.27532601563544,13.528194946469739
upper_ross,01/05/2026 13:00,25.698419201123674,4.073027042291188,14.926562996581197
mid_ross,01/05/2026 13:00,23.616126167944127,19.390271034777356,4.631691539892927
lower_ross,01/05/2026 13:00,26.77543820697832,27.321708960230918,-999
ross_mouth,01/05/2026 13:00,23.899301105071913,35.34883783945697,36.506244076415896
upper_ross,01/05/2026 13:15,25.21331204324788,3.997467568750509,14.072756480192766
mid_ross,01/05/2026 13:15,23.962814158875126,16.138528726754245,36.31234355340712
lower_ross,01/05/2026 13:15,25.9679184137433,27.041193922611903,42.801149350591004
ross_mouth,01/05/2026 13:15,25.252117058493617,34.94257719351129,18.64815639378503
upper_ross,01/05/2026 13:30,23.399361956253603,4.997312177257736,43.374473829520866
mid_ross,01/05/2026 13:30,24.474400239355628,21.805461504501864,9.289293566718698
lower_ross,01/05/2026 13:30,25.547640535094427,24.657900622425995,36.645646509947255
ross_mouth,01/05/2026 13:30,23.51438170849354,33.37278398502285,27.719890085980296
upper_ross,01/05/2026 13:45,25.245983011811578,3.570352071315651,1.4346256998833269
mid_ross,01/05/2026 13:45,24.893134476280707,17.046503144963772,39.57779839844443
lower_ross,01/05/2026 13:45,22.1999583809775,28.68809994312249,26.60883779427968
ross_mouth,01/05/2026 13:45,23.579806019664378,35.114043097844466,5.983909532660618
upper_ross,01/05/2026 14:00,25.783938971689643,6.406836769701743,6.254359476733953
mid_ross,01/05/2026 14:00,23.21412931249398,15.419607035711632,48.03533952077851
lower_ross,01/05/2026 14:00,23.446364573593527,31.5572703414837,6.034742690855637
ross_mouth,01/05/2026 14:00,24.0870701219207,33.64890401803488,47.3357950206846
upper_ross,01/05/2026 14:15,22.120719570599913,2.992129554634623,13.208607371198013
mid_ross,01/05/2026 14:15,22.491243660079487,11.103151977922314,31.27449819771573
lower_ross,01/05/2026 14:15,23.78456657361087,31.654421771316763,28.210194071289152
ross_mouth,01/05/2026 14:15,23.77336442239694,34.40678345196356,26.28204762050882
upper_ross,01/05/2026 14:30,23.776461836897624,3.92620428025306,24.447820806642994
mid_ross,01/05/2026 14:30,25.236834451793104,11.86911833135035,8.439916672650725
lower_ross,01/05/2026 14:30,21.825280181516515,26.146286782392103,47.28693375387229
ross_mouth,01/05/2026 14:30,23.097382739621818,34.68311019374693,17.474216715199873
upper_ross,01/05/2026 14:45,24.299382206757432,2.9468203818183065,39.95405799127184
mid_ross,01/05/2026 14:45,25.128222267305166,12.460113312404278,38.271302077686414
lower_ross,01/05/2026 14:45,22.707319714799606,33.58871283047176,30.647768491646275
ross_mouth,01/05/2026 14:45,23.141564516262843,32.730722731266845,32.11470409296453
upper_ross,01/05/2026 15:00,23.27258298710854,6.73491062769372,47.45075738010928
mid_ross,01/05/2026 15:00,24.115090681829972,17.809606382164166,17.428614960052073
lower_ross,01/05/2026 15:00,24.22393030242591,23.2376668155143,-999
ross_mouth,01/05/2026 15:00,24.058985142954764,33.401360882902196,7.819433173630387
upper_ross,01/05/2026 15:15,23.142635272999367,4.380253130663215,30.61562988278456
mid_ross,01/05/2026 15:15,24.533649698659527,14.552669002418567,14.489526911871508
lower_ross,01/05/2026 15:15,23.37246630490699,31.449650873875125,39.350051041692495
ross_mouth,01/05/2026 15:15,24.710529620615723,33.03374103038217,27.178156746551394
upper_ross,01/05/2026 15:30,25.251523366282957,5.376119905685342,30.38535653683357
mid_ross,01/05/2026 15:30,24.513230701601433,15.6055794314486,32.14927218481898
lower_ross,01/05/2026 15:30,23.060557712872008,30.559183400649896,20.572645283304155
ross_mouth,01/05/2026 15:30,25.670516800470438,33.92204462068727,5.086526453960687
upper_ross,01/05/2026 15:45,24.20967251497017,8.456058923920269,49.614298075204715
mid_ross,01/05/2026 15:45,24.919355993748226,7.685587185370319,9.298785286955535
lower_ross,01/05/2026 15:45,23.174496744598507,25.257248066536565,45.83804022683762
ross_mouth,01/05/2026 15:45,23.585120920762204,34.481253502233706,37.20222364249639
upper_ross,01/05/2026 16:00,23.06817821581685,6.226397747309928,3.4120096194092184
mid_ross,01/05/2026 16:00,23.8886816904664,20.305007476952834,2.703636780846864
lower_ross,01/05/2026 16:00,23.02271039090734,26.53217383669205,25.69252543221228
ross_mouth,01/05/2026 16:00,24.18491407277262,34.25007808663634,32.24320493033156
upper_ross,01/05/2026 16:15,24.142965954483596,6.190165161894562,10.604185938835144
mid_ross,01/05/2026 16:15,24.972130931161903,23.37228345844879,-999
lower_ross,01/05/2026 16:15,26.61284892269027,28.89351931918514,8.876465833978727
ross_mouth,01/05/2026 16:15,24.154332250480888,34.649864322365126,24.94550290191546
upper_ross,01/05/2026 16:30,25.994229469819814,3.3694508893782995,47.49516230542213
mid_ross,01/05/2026 16:30,23.352325326305802,17.355693027837777,-999
lower_ross,01/05/2026 16:30,23.364209143851927,26.606512241013203,42.56289460253902
ross_mouth,01/05/2026 16:30,25.003967523510163,34.283621910037155,-999
upper_ross,01/05/2026 16:45,26.13895371559292,6.02604030060561,39.10975792375393
mid_ross,01/05/2026 16:45,22.025023553454528,14.261510067619788,11.72253790567629
lower_ross,01/05/2026 16:45,25.234691081475887,30.09894621519352,39.01182371308096
ross_mouth,01/05/2026 16:45,20.731595114359695,35.0599598838152,5.682454057736322
upper_ross,01/05/2026 17:00,23.934717360119727,6.231732123546307,22.384354183916003
mid_ross,01/05/2026 17:00,25.28237555406169,9.085834780025996,25.582730541471392
lower_ross,01/05/2026 17:00,22.757610193471837,26.480102391630062,49.12194229196757
ross_mouth,01/05/2026 17:00,26.278440267822074,33.389924843572125,20.400105922482908
upper_ross,01/05/2026 17:15,21.97648574067572,6.350550347970713,34.49140545818955
mid_ross,01/05/2026 17:15,24.20066311214064,18.81482613506028,9.63548094034195
lower_ross,01/05/2026 17:15,22.491913225816802,26.097444997088004,7.9142097865697
ross_mouth,01/05/2026 17:15,25.02291824852111,32.94609508996059,26.87329743988812
upper_ross,01/05/2026 17:30,25.033713112468785,4.82345442789673,24.889818718191236
mid_ross,01/05/2026 17:30,24.28101054733785,15.914502972328133,22.86846265103668
lower_ross,01/05/2026 17:30,24.164381764803686,34.271729075899806,42.80307251540944
ross_mouth,01/05/2026 17:30,23.83329251977938,33.41415691443458,49.46763387764804
upper_ross,01/05/2026 17:45,24.0708003452372,4.564978310662282,40.255364103475586
mid_ross,01/05/2026 17:45,23.252940688246387,16.91077140952246,-999
lower_ross,01/05/2026 17:45,24.52902330247131,24.00906502211574,24.476268883096054
ross_mouth,01/05/2026 17:45,26.568670360058253,32.5877048699737,35.1886337979231
upper_ross,01/05/2026 18:00,23.703067160128448,4.869531534560983,29.09576663398184
mid_ross,01/05/2026 18:00,22.049675560451206,24.39736204637824,23.286249951692298
lower_ross,01/05/2026 18:00,23.068318672755332,25.938847716168127,35.552466474007815
ross_mouth,01/05/2026 18:00,26.929617979838277,34.26617437595322,19.538207499310374
upper_ross,01/05/2026 18:15,22.99821817568003,8.461396265500882,43.704590438399464
mid_ross,01/05/2026 18:15,24.967662486985088,16.33297285043576,14.14456773060374
lower_ross,01/05/2026 18:15,25.669172670859197,28.083493331989846,30.035231792135164
ross_mouth,01/05/2026 18:15,25.826573641009453,33.11519522361661,31.34527762234211
upper_ross,01/05/2026 18:30,23.705866940840465,7.037548326929761,7.286353608127683
mid_ross,01/05/2026 18:30,23.00984972586843,19.54611561656214,47.30891411192715
lower_ross,01/05/2026 18:30,26.02627549517471,24.70999050734968,31.338573253247887
ross_mouth,01/05/2026 18:30,24.85372382664962,34.6905391515024,37.82357355253771
upper_ross,01/05/2026 18:45,23.193892317639005,4.917627854153943,10.901668150909245
mid_ross,01/05/2026 18:45,24.8050702667812,15.090925847985824,46.595335277495906
lower_ross,01/05/2026 18:45,25.027491766093387,28.09881625989507,29.909023590385914
ross_mouth,01/05/2026 18:45,23.868096580212224,33.49249881181691,45.51682303263806
upper_ross,01/05/2026 19:00,24.32740681358207,5.610915465232579,6.021924341563135
mid_ross,01/05/2026 19:00,23.87332144484777,13.301963020082981,29.09438094450161
lower_ross,01/05/2026 19:00,26.29639034694451,26.819072981583368,-999
ross_mouth,01/05/2026 19:00,22.032342346242487,34.7325747446424,35.41594884474762
upper_ross,01/05/2026 19:15,22.508157757350155,5.734296214924364,2.33339284802787
mid_ross,01/05/2026 19:15,23.487088238234016,13.125908613187773,38.44339155917987
lower_ross,01/05/2026 19:15,23.957819847506215,33.14579302055632,20.567946712253615
ross_mouth,01/05/2026 19:15,24.170664863392318,35.71060473103423,8.381633575307205
upper_ross,01/05/2026 19:30,24.552495297335874,5.422352583411999,30.838551016524434
mid_ross,01/05/2026 19:30,25.095290487771322,13.53738997858006,25.789729873882607
lower_ross,01/05/2026 19:30,24.432988300976902,24.541438766162976,26.735531185287982
ross_mouth,01/05/2026 19:30,25.78891423878734,34.244156747766205,9.865543510532007
upper_ross,01/05/2026 19:45,23.287432444756224,2.0488109685441787,12.422458071494475
mid_ross,01/05/2026 19:45,25.490090427473994,14.99575520854496,1.3821677942760289
lower_ross,01/05/2026 19:45,23.804116222556942,27.636216964047964,36.45049531944096
ross_mouth,01/05/2026 19:45,25.16540593984987,33.35246282596568,16.638244840083644
upper_ross,01/05/2026 20:00,24.235376236786767,0.647941670392572,25.2988902956713
mid_ross,01/05/2026 20:00,26.283518675808534,13.1876117476732,16.327368641272187
lower_ross,01/05/2026 20:00,22.948016789400768,24.421334555940657,-999
ross_mouth,01/05/2026 20:00,22.086003923911786,35.43153152599194,34.96921690390445
upper_ross,01/05/2026 20:15,24.421133390684485,2.8025579618708347,34.863374911481515
mid_ross,01/05/2026 20:15,25.37780825471973,8.407740059767304,41.9437863654457
lower_ross,01/05/2026 20:15,25.092394554684027,26.046639900991742,17.249841953162104
ross_mouth,01/05/2026 20:15,26.31666133771505,33.562100455570665,44.642336510587484
upper_ross,01/05/2026 20:30,22.309777957123902,6.985035795020108,41.611112758517265
mid_ross,01/05/2026 20:30,23.85402291301281,13.117690006793788,12.644343124004081
lower_ross,01/05/2026 20:30,23.19365946591397,27.144776362401785,34.2107404822018
ross_mouth,01/05/2026 20:30,23.615912423697917,33.97204028362111,42.16873651393689
upper_ross,01/05/2026 20:45,22.237215828233392,6.91041982318726,45.01437788433395
mid_ross,01/05/2026 20:45,23.624356070194988,16.780051225083454,23.28866427252069
lower_ross,01/05/2026 20:45,26.075009380228476,33.06372231942397,15.871520143933594
ross_mouth,01/05/2026 20:45,23.429174250314503,34.65226984684011,42.38544044154696
upper_ross,01/05/2026 21:00,25.223624170804808,5.753652689793811,16.45526676834561
mid_ross,01/05/2026 21:00,24.94374590991408,16.74915168628773,-999
lower_ross,01/05/2026 21:00,24.336292226830317,24.59175219702863,-999
ross_mouth,01/05/2026 21:00,24.023137603933243,34.287077815635875,23.45036299386993
